UDI, Qualidade, TemperaturaDoAr[°C], TemperaturaDoProcesso[°C], VelocidadeDeRotacao[rpm], Torque[Nm], DesgasteDaFerramenta[min], Saida, TipoDefalha
7789, Media, 27, 5, 1547, 40.9, 66, 0, SemFalha
7790, Baixa, 27, 5, 1495, 38.5, 69, 0, SemFalha
7791, Baixa, 26, 95, 1729, 29.3, 71, 0, SemFalha
7792, Baixa, 26, 95, 1418, 47.7, 73, 0, SemFalha
7793, Alta, 26, 95, 1485, 40.4, 75, 0, SemFalha
7794, Baixa, 26, 95, 1434, 40.8, 80, 0, SemFalha
7795, Media, 27, 5, 1415, 55.8, 82, 0, SemFalha
7796, Alta, 26, 95, 1674, 29.6, 85, 0, SemFalha
7797, Baixa, 26, 95, 1454, 52.4, 90, 0, SemFalha
7798, Baixa, 26, 85, 1476, 39, 92, 0, SemFalha
7799, Baixa, 26, 85, 1812, 28.3, 94, 0, SemFalha
7800, Baixa, 26, 85, 1374, 41.9, 96, 0, SemFalha
7801, Media, 26, 95, 1524, 40.6, 98, 0, SemFalha
7802, Baixa, 26, 85, 1383, 49.6, 101, 0, SemFalha
7803, Baixa, 26, 75, 1429, 58.2, 103, 0, SemFalha
7804, Media, 26, 65, 1517, 41.2, 105, 0, SemFalha
7805, Media, 26, 75, 1480, 44.9, 108, 0, SemFalha
7806, Baixa, 26, 75, 1706, 28.8, 111, 0, SemFalha
7807, Baixa, 26, 85, 1349, 48.6, 113, 0, SemFalha
7808, Media, 26, 85, 1451, 49, 115, 0, SemFalha
7809, Baixa, 26, 75, 1627, 36.7, 118, 0, SemFalha
7810, Media, 26, 85, 1537, 35.4, 120, 0, SemFalha
7811, Baixa, 26, 95, 2218, 17, 123, 0, SemFalha
7812, Media, 26, 85, 1466, 39, 125, 0, SemFalha
7813, Baixa, 26, 85, 1666, 32, 128, 0, SemFalha
7814, Baixa, 26, 85, 1455, 41.7, 130, 0, SemFalha
7815, Baixa, 26, 85, 1927, 24.6, 132, 0, SemFalha
7816, Media, 26, 75, 1703, 28.4, 134, 0, SemFalha
7817, Baixa, 26, 65, 1533, 35.9, 137, 0, SemFalha
7818, Alta, 26, 65, 1785, 25.4, 139, 0, SemFalha
7819, Baixa, 26, 65, 2142, 16.6, 144, 0, SemFalha
7820, Baixa, 26, 65, 1369, 46.2, 146, 0, SemFalha
7821, Media, 26, 65, 1706, 29.2, 148, 0, SemFalha
7822, Baixa, 26, 75, 1802, 24.4, 151, 0, SemFalha
7823, Alta, 26, 75, 1413, 41.8, 153, 0, SemFalha
7824, Baixa, 26, 85, 1484, 53.2, 158, 0, SemFalha
7825, Baixa, 26, 75, 1535, 38.1, 160, 0, SemFalha
7826, Media, 26, 75, 1579, 35.5, 162, 0, SemFalha
7827, Baixa, 26, 65, 1300, 64.2, 165, 0, SemFalha
7828, Media, 26, 65, 1452, 44.3, 167, 0, SemFalha
7829, Media, 26, 65, 1562, 35.7, 170, 0, SemFalha
7830, Baixa, 26, 65, 1664, 28.3, 173, 0, SemFalha
7831, Alta, 26, 75, 1495, 35.8, 175, 0, SemFalha
7832, Media, 26, 85, 1533, 42.6, 180, 0, SemFalha
7833, Baixa, 26, 85, 1484, 37, 183, 0, SemFalha
7834, Baixa, 26, 85, 1604, 38.7, 185, 0, SemFalha
7835, Baixa, 26, 85, 1483, 45.6, 187, 0, SemFalha
7836, Baixa, 26, 95, 1549, 34.7, 189, 0, SemFalha
7837, Baixa, 26, 95, 1604, 35, 191, 0, SemFalha
7838, Baixa, 27, 5, 1685, 31, 193, 0, SemFalha
7839, Baixa, 27, 5, 1372, 49.2, 195, 0, SemFalha
7840, Baixa, 27, 15, 1374, 47.4, 197, 0, SemFalha
7841, Baixa, 27, 5, 1606, 31, 199, 0, SemFalha
7842, Baixa, 26, 95, 1471, 47.2, 201, 0, SemFalha
7843, Baixa, 26, 95, 1659, 31.1, 203, 0, SemFalha
7844, Media, 26, 95, 1400, 48.5, 205, 0, SemFalha
7845, Baixa, 26, 95, 1503, 42.6, 208, 0, SemFalha
7846, Baixa, 27, 5, 1798, 23.2, 210, 0, SemFalha
7847, Media, 27, 5, 1608, 35, 212, 0, SemFalha
7848, Baixa, 27, 5, 1322, 50.9, 215, 0, SemFalha
7849, Alta, 27, 5, 1547, 37.7, 217, 0, SemFalha
7850, Media, 27, 15, 1374, 47.9, 222, 1, Desgastedaferramenta
7851, Media, 27, 15, 1447, 36.8, 0, 0, SemFalha
7852, Baixa, 27, 25, 1373, 47.2, 3, 0, SemFalha
7853, Baixa, 27, 15, 1515, 37.5, 5, 0, SemFalha
7854, Baixa, 27, 15, 1317, 56.5, 7, 0, SemFalha
7855, Baixa, 27, 15, 1551, 37.2, 9, 0, SemFalha
7856, Media, 27, 15, 1592, 32.1, 11, 0, SemFalha
7857, Baixa, 27, 25, 1433, 42.2, 14, 0, SemFalha
7858, Baixa, 27, 35, 1432, 43.1, 16, 0, SemFalha
7859, Baixa, 27, 35, 1350, 51.7, 18, 0, SemFalha
7860, Media, 27, 35, 1370, 44.8, 20, 0, SemFalha
7861, Baixa, 27, 35, 1415, 44.6, 23, 0, SemFalha
7862, Baixa, 27, 35, 1498, 42.9, 25, 0, SemFalha
7863, Media, 27, 35, 1382, 54.1, 27, 0, SemFalha
7864, Media, 27, 35, 1511, 44.5, 30, 0, SemFalha
7865, Baixa, 27, 35, 1330, 59.5, 33, 0, SemFalha
7866, Baixa, 27, 35, 1383, 50.5, 35, 0, SemFalha
7867, Baixa, 27, 35, 1431, 49.4, 37, 0, SemFalha
7868, Baixa, 27, 35, 1461, 38.1, 39, 0, SemFalha
7869, Alta, 27, 25, 1438, 46.7, 41, 0, RandomFailures
7870, Media, 27, 35, 1779, 27.7, 46, 0, SemFalha
7871, Media, 27, 45, 1293, 52.3, 49, 0, SemFalha
7872, Baixa, 27, 45, 1308, 54.7, 52, 0, SemFalha
7873, Baixa, 27, 45, 1532, 37.2, 54, 0, SemFalha
7874, Baixa, 27, 55, 1470, 38.6, 56, 0, SemFalha
7875, Baixa, 27, 55, 1548, 37.9, 58, 0, SemFalha
7876, Baixa, 27, 55, 1898, 24, 60, 0, SemFalha
7877, Alta, 27, 55, 1335, 49, 62, 0, SemFalha
7878, Baixa, 27, 55, 1420, 53.8, 67, 0, SemFalha
7879, Baixa, 27, 55, 1418, 49, 69, 0, SemFalha
7880, Media, 27, 65, 1535, 40.3, 71, 0, SemFalha
7881, Alta, 27, 55, 1457, 47.2, 74, 0, SemFalha
7882, Baixa, 27, 65, 1493, 39.1, 79, 0, SemFalha
7883, Alta, 27, 55, 1670, 27.3, 81, 0, SemFalha
7884, Alta, 27, 55, 1446, 45.4, 86, 0, SemFalha
7885, Baixa, 27, 65, 1465, 59.1, 91, 1, Alimentacao
7886, Baixa, 27, 55, 1590, 36.3, 93, 0, SemFalha
7887, Media, 27, 45, 2174, 18.5, 95, 0, SemFalha
7888, Baixa, 27, 55, 1590, 37.9, 98, 0, SemFalha
7889, Baixa, 27, 55, 1577, 33.2, 100, 0, SemFalha
7890, Media, 27, 55, 1371, 61.7, 102, 0, SemFalha
7891, Baixa, 27, 65, 1767, 25.6, 105, 0, SemFalha
7892, Baixa, 27, 65, 1517, 39.2, 107, 0, SemFalha
7893, Media, 27, 75, 1555, 40.6, 109, 0, SemFalha
7894, Baixa, 27, 75, 1416, 43.8, 112, 0, SemFalha
7895, Media, 27, 65, 1588, 35.6, 114, 0, SemFalha
7896, Baixa, 27, 65, 1422, 50, 117, 0, SemFalha
7897, Baixa, 27, 65, 1376, 53.6, 119, 0, SemFalha
7898, Baixa, 27, 65, 1434, 50.7, 121, 0, SemFalha
7899, Baixa, 27, 65, 1423, 47.3, 123, 0, SemFalha
7900, Baixa, 27, 75, 1364, 52.5, 125, 0, SemFalha
7901, Baixa, 27, 65, 1825, 23.8, 127, 0, SemFalha
7902, Baixa, 27, 65, 1365, 44.5, 129, 0, SemFalha
7903, Media, 27, 55, 1430, 47.2, 131, 0, SemFalha
7904, Baixa, 27, 65, 1435, 44.8, 134, 0, SemFalha
7905, Media, 27, 65, 1811, 25.1, 136, 0, SemFalha
7906, Media, 27, 65, 1465, 43.7, 139, 0, SemFalha
7907, Baixa, 27, 75, 1372, 51, 142, 0, SemFalha
7908, Baixa, 27, 65, 1858, 26.3, 144, 0, SemFalha
7909, Baixa, 27, 55, 1715, 26.8, 146, 0, SemFalha
7910, Baixa, 27, 55, 1590, 38.5, 148, 0, SemFalha
7911, Media, 27, 65, 1664, 25.7, 150, 0, SemFalha
7912, Baixa, 27, 55, 1512, 36.9, 153, 0, SemFalha
7913, Baixa, 27, 55, 1498, 44, 155, 0, SemFalha
7914, Baixa, 27, 55, 1395, 41.9, 157, 0, SemFalha
7915, Alta, 27, 55, 1490, 43.1, 159, 0, SemFalha
7916, Alta, 27, 65, 1527, 35.1, 164, 0, SemFalha
7917, Baixa, 27, 65, 1512, 37.1, 169, 0, SemFalha
7918, Baixa, 27, 75, 1474, 42.4, 171, 0, SemFalha
7919, Baixa, 27, 65, 1505, 41.3, 173, 0, SemFalha
7920, Baixa, 27, 65, 1496, 40, 175, 0, SemFalha
7921, Baixa, 27, 65, 1382, 49.3, 177, 0, SemFalha
7922, Baixa, 27, 55, 1419, 47.7, 179, 0, SemFalha
7923, Baixa, 27, 55, 1462, 39.7, 181, 0, SemFalha
7924, Media, 27, 65, 1450, 45, 183, 0, SemFalha
7925, Alta, 27, 55, 1389, 46.5, 186, 0, SemFalha
7926, Media, 27, 55, 1697, 28.2, 191, 0, SemFalha
7927, Baixa, 27, 55, 1335, 57.1, 194, 1, Sobrecarga
7928, Baixa, 27, 55, 1476, 42, 196, 0, SemFalha
7929, Baixa, 27, 45, 1497, 43.6, 198, 0, SemFalha
7930, Media, 27, 45, 1669, 29.2, 200, 0, SemFalha
7931, Baixa, 27, 45, 1455, 48, 203, 0, SemFalha
7932, Baixa, 27, 55, 1499, 38.4, 205, 0, SemFalha
7933, Baixa, 27, 55, 1478, 41.9, 207, 0, SemFalha
7934, Baixa, 27, 65, 1928, 21.8, 209, 0, SemFalha
7935, Media, 27, 65, 1621, 28.3, 211, 0, SemFalha
7936, Media, 27, 65, 1356, 44.3, 214, 0, SemFalha
7937, Baixa, 27, 65, 1490, 46.4, 217, 0, SemFalha
7938, Baixa, 27, 65, 1578, 31.4, 219, 0, SemFalha
7939, Baixa, 27, 65, 1681, 31.3, 221, 0, SemFalha
7940, Baixa, 27, 65, 1417, 43.4, 223, 0, SemFalha
7941, Media, 27, 55, 1532, 40, 0, 0, SemFalha
7942, Media, 27, 55, 1499, 38.9, 3, 0, SemFalha
7943, Baixa, 27, 65, 1432, 45.8, 6, 0, SemFalha
7944, Baixa, 27, 65, 1753, 29, 8, 0, SemFalha
7945, Baixa, 27, 65, 1414, 49, 10, 0, SemFalha
7946, Baixa, 27, 65, 1655, 32.2, 12, 0, SemFalha
7947, Baixa, 27, 65, 1516, 35.6, 14, 0, SemFalha
7948, Baixa, 27, 65, 1426, 45.5, 16, 0, SemFalha
7949, Baixa, 27, 65, 1479, 39.4, 18, 0, SemFalha
7950, Media, 27, 55, 1569, 36.4, 20, 0, SemFalha
7951, Baixa, 27, 65, 1568, 36, 23, 0, SemFalha
7952, Media, 27, 75, 1843, 24.5, 25, 0, SemFalha
7953, Media, 27, 75, 1480, 40.9, 28, 0, SemFalha
7954, Baixa, 27, 85, 1447, 36.8, 31, 0, SemFalha
7955, Baixa, 27, 85, 1454, 41.9, 33, 0, SemFalha
7956, Media, 27, 75, 1310, 56.1, 35, 0, SemFalha
7957, Alta, 27, 75, 1513, 38, 38, 0, SemFalha
7958, Alta, 27, 75, 2140, 16.5, 43, 0, SemFalha
7959, Baixa, 27, 85, 1377, 49.9, 48, 0, SemFalha
7960, Baixa, 27, 85, 1585, 32.3, 50, 0, SemFalha
7961, Alta, 27, 95, 1491, 42.6, 52, 0, SemFalha
7962, Baixa, 27, 85, 1264, 59, 57, 0, SemFalha
7963, Baixa, 27, 85, 1372, 47, 59, 0, SemFalha
7964, Baixa, 27, 85, 1510, 39.9, 61, 0, SemFalha
7965, Baixa, 27, 75, 1423, 40.2, 63, 0, SemFalha
7966, Baixa, 27, 95, 1464, 35.3, 65, 0, SemFalha
7967, Baixa, 27, 85, 1602, 35.9, 67, 0, SemFalha
7968, Media, 27, 85, 1629, 32.6, 69, 0, SemFalha
7969, Baixa, 27, 75, 1811, 23.2, 72, 0, SemFalha
7970, Baixa, 27, 75, 1711, 28.8, 74, 0, SemFalha
7971, Media, 27, 75, 1297, 48.6, 76, 0, SemFalha
7972, Baixa, 27, 85, 1405, 46.1, 79, 0, SemFalha
7973, Baixa, 27, 95, 1397, 54.9, 81, 0, SemFalha
7974, Baixa, 27, 95, 1682, 29.7, 83, 0, SemFalha
7975, Baixa, 28, 5, 1528, 38.4, 85, 0, SemFalha
7976, Media, 28, 5, 1548, 38.3, 87, 0, SemFalha
7977, Alta, 28, 5, 1395, 47.8, 90, 0, SemFalha
7978, Baixa, 28, 5, 1378, 59, 95, 0, SemFalha
7979, Baixa, 28, 5, 1480, 53.5, 97, 0, SemFalha
7980, Media, 28, 5, 1428, 36.6, 99, 0, SemFalha
7981, Media, 28, 5, 1505, 39.6, 102, 0, SemFalha
7982, Baixa, 27, 85, 1445, 36.4, 105, 0, SemFalha
7983, Baixa, 27, 85, 1488, 42.6, 107, 0, SemFalha
7984, Baixa, 27, 85, 1601, 33, 109, 0, SemFalha
7985, Baixa, 27, 85, 1550, 34.9, 111, 0, SemFalha
7986, Baixa, 27, 85, 1540, 34.1, 113, 0, SemFalha
7987, Baixa, 27, 95, 1587, 34.5, 115, 0, SemFalha
7988, Alta, 27, 85, 1489, 40.3, 117, 0, SemFalha
7989, Baixa, 27, 95, 1486, 34.9, 122, 0, SemFalha
7990, Baixa, 27, 95, 1430, 37.9, 124, 0, SemFalha
7991, Media, 27, 95, 1809, 25.1, 126, 0, SemFalha
7992, Baixa, 27, 95, 1534, 39, 129, 0, SemFalha
7993, Media, 27, 95, 1852, 25.9, 131, 0, SemFalha
7994, Baixa, 27, 95, 1595, 31.9, 134, 0, SemFalha
7995, Baixa, 27, 85, 1424, 43.5, 136, 0, SemFalha
7996, Baixa, 27, 85, 1776, 28.8, 138, 0, SemFalha
7997, Media, 27, 85, 1499, 41.5, 140, 0, SemFalha
7998, Media, 27, 85, 2710, 9.7, 143, 1, Alimentacao
7999, Baixa, 27, 75, 1359, 51.7, 146, 0, SemFalha
8000, Media, 27, 75, 1617, 31, 148, 0, SemFalha
8001, Media, 27, 65, 1443, 53.3, 151, 0, SemFalha
8002, Baixa, 27, 65, 1374, 50.2, 154, 0, SemFalha
8003, Media, 27, 75, 1851, 23, 156, 0, SemFalha
8004, Media, 27, 65, 1274, 67.3, 159, 0, SemFalha
8005, Baixa, 27, 75, 1533, 44, 162, 0, SemFalha
8006, Baixa, 27, 65, 1477, 37.3, 164, 0, SemFalha
8007, Baixa, 27, 75, 1462, 46, 166, 0, SemFalha
8008, Media, 27, 85, 1664, 28.4, 168, 0, SemFalha
8009, Baixa, 27, 65, 1414, 41.1, 171, 0, SemFalha
8010, Alta, 27, 75, 2129, 17.8, 173, 0, SemFalha
8011, Baixa, 27, 65, 1323, 61.1, 178, 0, SemFalha
8012, Baixa, 27, 65, 1427, 43.3, 180, 0, SemFalha
8013, Media, 27, 75, 1375, 56.1, 182, 0, SemFalha
8014, Media, 27, 75, 1402, 50.7, 185, 0, SemFalha
8015, Baixa, 27, 75, 1500, 44.2, 188, 0, SemFalha
8016, Media, 27, 85, 1558, 37.5, 190, 0, SemFalha
8017, Media, 27, 75, 1447, 41.4, 193, 0, SemFalha
8018, Baixa, 27, 85, 1518, 39.3, 196, 0, SemFalha
8019, Baixa, 27, 85, 1889, 23.5, 198, 0, SemFalha
8020, Baixa, 27, 85, 1675, 30.7, 200, 0, SemFalha
8021, Alta, 27, 75, 1720, 27.9, 202, 0, SemFalha
8022, Media, 27, 85, 1499, 34.6, 207, 0, SemFalha
8023, Baixa, 27, 75, 1441, 43.8, 210, 0, SemFalha
8024, Alta, 27, 75, 1397, 42.7, 212, 0, SemFalha
8025, Baixa, 27, 75, 1493, 38.7, 217, 0, SemFalha
8026, Media, 27, 65, 1422, 50.7, 219, 0, SemFalha
8027, Baixa, 27, 55, 1399, 50.2, 222, 1, Sobrecarga
8028, Baixa, 27, 45, 1425, 44.9, 224, 0, SemFalha
8029, Baixa, 27, 45, 1501, 44.8, 226, 0, SemFalha
8030, Media, 27, 45, 1629, 35.3, 0, 0, SemFalha
8031, Baixa, 27, 45, 1490, 42.2, 3, 0, SemFalha
8032, Baixa, 27, 55, 1550, 32.4, 5, 0, SemFalha
8033, Baixa, 27, 65, 1416, 46.5, 7, 0, SemFalha
8034, Baixa, 27, 55, 1485, 38.8, 9, 0, SemFalha
8035, Baixa, 27, 55, 1564, 36.8, 11, 0, SemFalha
8036, Baixa, 27, 55, 1910, 19.7, 13, 0, SemFalha
8037, Baixa, 27, 55, 1460, 46.1, 15, 0, SemFalha
8038, Baixa, 27, 55, 1603, 34.1, 17, 0, SemFalha
8039, Baixa, 27, 55, 1486, 47.3, 19, 0, SemFalha
8040, Baixa, 27, 65, 1560, 31.8, 21, 0, SemFalha
8041, Baixa, 27, 65, 1498, 39.3, 23, 0, SemFalha
8042, Alta, 27, 65, 1431, 48.5, 25, 0, SemFalha
8043, Baixa, 27, 65, 1486, 45.1, 30, 0, SemFalha
8044, Baixa, 27, 55, 1486, 35.8, 32, 0, SemFalha
8045, Baixa, 27, 55, 1441, 38.1, 34, 0, SemFalha
8046, Media, 27, 55, 1366, 55.1, 36, 0, SemFalha
8047, Baixa, 27, 45, 1471, 41.4, 39, 0, SemFalha
8048, Baixa, 27, 45, 1463, 38.2, 41, 0, SemFalha
8049, Baixa, 27, 45, 1413, 41.3, 43, 0, SemFalha
8050, Alta, 27, 45, 1604, 30.5, 45, 0, SemFalha
8051, Baixa, 27, 55, 1401, 51.1, 50, 0, SemFalha
8052, Baixa, 27, 45, 1652, 27.2, 52, 0, SemFalha
8053, Baixa, 27, 35, 1403, 45.7, 54, 0, SemFalha
8054, Baixa, 27, 35, 1887, 21.7, 56, 0, SemFalha
8055, Baixa, 27, 25, 1405, 47.9, 58, 0, SemFalha
8056, Alta, 27, 5, 1496, 41.1, 60, 0, SemFalha
8057, Baixa, 26, 95, 1499, 43.4, 65, 0, SemFalha
8058, Baixa, 27, 5, 1549, 37.2, 67, 0, SemFalha
8059, Baixa, 27, 15, 1515, 44.9, 69, 0, SemFalha
8060, Baixa, 27, 5, 1540, 37.7, 71, 0, SemFalha
8061, Alta, 27, 5, 1426, 44.3, 73, 0, SemFalha
8062, Media, 27, 5, 1465, 41.4, 78, 0, SemFalha
8063, Media, 27, 15, 1359, 54.1, 81, 0, SemFalha
8064, Media, 27, 15, 1551, 36.4, 84, 0, SemFalha
8065, Baixa, 27, 35, 1596, 34.8, 87, 0, SemFalha
8066, Media, 27, 35, 1670, 26.3, 89, 0, SemFalha
8067, Baixa, 27, 25, 1868, 21.3, 92, 0, SemFalha
8068, Media, 27, 45, 1490, 39.8, 94, 0, SemFalha
8069, Media, 27, 35, 1676, 35.2, 97, 0, SemFalha
8070, Media, 27, 35, 1875, 22.1, 100, 0, SemFalha
8071, Media, 27, 35, 1867, 23, 103, 0, SemFalha
8072, Baixa, 27, 35, 1646, 29.5, 106, 0, SemFalha
8073, Alta, 27, 35, 1375, 43.2, 108, 0, SemFalha
8074, Baixa, 27, 35, 1558, 36.7, 113, 0, SemFalha
8075, Baixa, 27, 25, 1631, 34.9, 115, 0, SemFalha
8076, Baixa, 27, 25, 1366, 43, 117, 0, SemFalha
8077, Baixa, 27, 15, 1360, 48, 119, 0, SemFalha
8078, Baixa, 27, 15, 1547, 39.7, 121, 0, SemFalha
8079, Baixa, 27, 15, 1571, 31.2, 123, 0, SemFalha
8080, Baixa, 27, 5, 1528, 36.1, 125, 0, SemFalha
8081, Alta, 27, 5, 1432, 43.6, 127, 0, SemFalha
8082, Baixa, 27, 5, 1356, 53.5, 132, 0, SemFalha
8083, Alta, 26, 95, 1422, 46.2, 134, 0, SemFalha
8084, Baixa, 26, 95, 1438, 42.2, 139, 0, SemFalha
8085, Baixa, 27, 5, 1483, 44.4, 141, 0, SemFalha
8086, Baixa, 27, 5, 1331, 49.8, 143, 0, SemFalha
8087, Baixa, 27, 5, 1463, 37.5, 145, 0, SemFalha
8088, Baixa, 26, 95, 1446, 40.6, 147, 0, SemFalha
8089, Baixa, 26, 95, 1356, 45.7, 149, 0, SemFalha
8090, Baixa, 26, 95, 1676, 30.3, 151, 0, SemFalha
8091, Baixa, 26, 95, 1910, 23, 153, 0, SemFalha
8092, Baixa, 27, 5, 1375, 56.9, 155, 0, SemFalha
8093, Media, 27, 5, 1513, 40.8, 157, 0, SemFalha
8094, Baixa, 27, 5, 1511, 35.7, 160, 0, SemFalha
8095, Alta, 27, 5, 1662, 28.8, 162, 0, SemFalha
8096, Baixa, 27, 5, 1493, 48.3, 167, 0, SemFalha
8097, Media, 27, 5, 1555, 37.4, 169, 0, SemFalha
8098, Baixa, 27, 15, 1452, 41.5, 172, 0, SemFalha
8099, Baixa, 27, 5, 1500, 39, 174, 0, SemFalha
8100, Baixa, 27, 5, 1603, 30.5, 176, 0, SemFalha
8101, Baixa, 27, 15, 1682, 27.8, 178, 0, SemFalha
8102, Baixa, 27, 15, 1567, 37.7, 180, 0, SemFalha
8103, Baixa, 27, 15, 1413, 46, 182, 0, SemFalha
8104, Media, 27, 15, 1429, 41.6, 184, 0, SemFalha
8105, Baixa, 27, 15, 1692, 31.5, 187, 0, SemFalha
8106, Baixa, 27, 25, 1476, 48.7, 189, 0, SemFalha
8107, Media, 27, 25, 1596, 30.4, 191, 0, SemFalha
8108, Alta, 27, 15, 1390, 49, 194, 0, SemFalha
8109, Media, 27, 15, 1607, 33.7, 199, 0, SemFalha
8110, Baixa, 27, 15, 1821, 26.3, 202, 0, SemFalha
8111, Alta, 27, 15, 2141, 18.5, 204, 0, SemFalha
8112, Media, 27, 25, 1553, 33.1, 209, 1, Desgastedaferramenta
8113, Media, 27, 25, 1442, 45.1, 0, 0, SemFalha
8114, Baixa, 27, 25, 1459, 45.6, 3, 0, SemFalha
8115, Alta, 27, 25, 2496, 13.5, 5, 0, SemFalha
8116, Baixa, 27, 25, 1367, 57.2, 10, 0, SemFalha
8117, Baixa, 27, 15, 2004, 19.6, 12, 0, SemFalha
8118, Baixa, 27, 15, 1406, 47.5, 14, 0, SemFalha
8119, Baixa, 27, 15, 1548, 33, 16, 0, SemFalha
8120, Baixa, 27, 15, 1333, 55.2, 18, 0, SemFalha
8121, Baixa, 27, 5, 1767, 26.4, 20, 0, SemFalha
8122, Baixa, 27, 5, 1827, 27, 22, 0, SemFalha
8123, Media, 27, 5, 1533, 46.4, 24, 0, SemFalha
8124, Alta, 27, 5, 1515, 36.8, 27, 0, SemFalha
8125, Baixa, 27, 5, 1568, 41, 32, 0, SemFalha
8126, Baixa, 27, 5, 1452, 47.8, 34, 0, SemFalha
8127, Baixa, 27, 5, 1433, 37.9, 36, 0, SemFalha
8128, Media, 26, 95, 1650, 33.8, 38, 0, SemFalha
8129, Baixa, 26, 95, 1629, 31.3, 41, 0, SemFalha
8130, Baixa, 26, 85, 1520, 39.2, 43, 0, SemFalha
8131, Alta, 26, 85, 1393, 43.1, 45, 0, SemFalha
8132, Alta, 26, 75, 1364, 49.6, 50, 0, SemFalha
8133, Media, 26, 75, 1389, 50, 55, 0, SemFalha
8134, Baixa, 26, 65, 1466, 46.1, 58, 0, SemFalha
8135, Baixa, 26, 55, 1650, 32.4, 60, 0, SemFalha
8136, Baixa, 26, 45, 1554, 36.3, 62, 0, SemFalha
8137, Media, 26, 45, 1474, 39.7, 64, 0, SemFalha
8138, Alta, 26, 35, 1600, 32.4, 67, 0, SemFalha
8139, Baixa, 26, 35, 1356, 54.9, 72, 0, SemFalha
8140, Baixa, 26, 35, 1571, 38.2, 74, 0, SemFalha
8141, Baixa, 26, 45, 1658, 28, 76, 0, SemFalha
8142, Baixa, 26, 45, 1393, 49.9, 78, 0, SemFalha
8143, Media, 26, 55, 1448, 49.8, 80, 0, SemFalha
8144, Baixa, 26, 55, 1477, 40.4, 83, 0, SemFalha
8145, Media, 26, 55, 1506, 42.7, 85, 0, SemFalha
8146, Media, 26, 55, 1685, 32.1, 88, 0, SemFalha
8147, Baixa, 26, 45, 1533, 31.8, 91, 0, SemFalha
8148, Baixa, 26, 35, 1447, 41, 93, 0, SemFalha
8149, Media, 26, 35, 1488, 39.5, 95, 0, SemFalha
8150, Media, 26, 45, 1427, 50.4, 98, 0, SemFalha
8151, Media, 26, 35, 1424, 41.3, 101, 0, SemFalha
8152, Baixa, 26, 35, 1472, 40.9, 104, 0, SemFalha
8153, Baixa, 26, 35, 1438, 45.7, 106, 0, SemFalha
8154, Baixa, 26, 45, 1507, 42.4, 108, 0, SemFalha
8155, Baixa, 26, 45, 1393, 52.1, 110, 0, SemFalha
8156, Baixa, 26, 35, 1283, 52.4, 112, 0, SemFalha
8157, Baixa, 26, 45, 1644, 30.9, 114, 0, SemFalha
8158, Baixa, 26, 45, 1498, 46.9, 116, 0, SemFalha
8159, Baixa, 26, 45, 1400, 40.8, 118, 0, SemFalha
8160, Alta, 26, 45, 1679, 31.2, 120, 0, SemFalha
8161, Media, 26, 55, 1618, 30.3, 125, 0, SemFalha
8162, Alta, 26, 45, 1714, 30.2, 128, 0, SemFalha
8163, Baixa, 26, 45, 1574, 35, 133, 0, SemFalha
8164, Baixa, 26, 55, 1574, 36.4, 135, 0, SemFalha
8165, Baixa, 26, 45, 1472, 40.9, 137, 0, SemFalha
8166, Baixa, 26, 45, 1552, 33.2, 139, 0, SemFalha
8167, Baixa, 26, 55, 1603, 31.4, 141, 0, SemFalha
8168, Alta, 26, 55, 1353, 47.1, 143, 0, SemFalha
8169, Baixa, 26, 55, 1690, 30.6, 148, 0, SemFalha
8170, Media, 26, 65, 1745, 26.3, 150, 0, SemFalha
8171, Baixa, 26, 75, 1522, 45.7, 153, 0, SemFalha
8172, Alta, 26, 85, 1641, 34.5, 155, 0, SemFalha
8173, Baixa, 26, 75, 1596, 28.9, 160, 0, SemFalha
8174, Alta, 26, 75, 1497, 37, 162, 0, SemFalha
8175, Baixa, 26, 75, 1371, 52.3, 167, 0, SemFalha
8176, Media, 26, 75, 1445, 41.2, 169, 0, SemFalha
8177, Baixa, 26, 65, 1564, 40, 172, 0, SemFalha
8178, Baixa, 26, 55, 1439, 44.9, 174, 0, SemFalha
8179, Baixa, 26, 55, 1352, 52.1, 176, 0, SemFalha
8180, Baixa, 26, 65, 1560, 35.4, 178, 0, SemFalha
8181, Media, 26, 55, 1616, 42.3, 180, 0, SemFalha
8182, Baixa, 26, 55, 1835, 23.7, 183, 0, SemFalha
8183, Media, 26, 55, 1649, 32.7, 185, 0, SemFalha
8184, Baixa, 26, 65, 1452, 47.3, 188, 0, SemFalha
8185, Baixa, 26, 65, 2144, 17.7, 190, 0, SemFalha
8186, Baixa, 26, 55, 1554, 41, 192, 0, SemFalha
8187, Baixa, 26, 55, 1827, 25.4, 194, 0, SemFalha
8188, Baixa, 26, 45, 1448, 46.3, 196, 0, SemFalha
8189, Media, 26, 45, 1530, 38.8, 198, 0, SemFalha
8190, Baixa, 26, 55, 1983, 21, 201, 0, SemFalha
8191, Media, 26, 55, 1620, 37.2, 203, 0, SemFalha
8192, Media, 26, 45, 1630, 29.8, 206, 0, SemFalha
8193, Baixa, 26, 45, 1229, 65.2, 209, 1, Sobrecarga
8194, Baixa, 26, 35, 1873, 22.3, 211, 0, SemFalha
