UDI, TemperaturaDoAr[°C], TemperaturaDoProcesso[°C], VelocidadeDeRotacao[rpm], Torque[Nm], DesgasteDaFerramenta[min], Saida
7719,27,45,1427, 44.6,87,0
7720,27,45,1535, 33.3,92,0
7721,27,35,1476, 41.7,97,0
7722,27,35,1425, 42.4,102,0
7723,27,35,1409, 54.7,104,0
7724,27,35,1730, 30.2,106,0
7725,27,35,1454, 41.4,108,0
7726,27,45,1744, 26.9,111,0
7727,27,65,1761,29,113,0
7728,27,55,1657, 30.9,116,0
7729,27,55,1420,47,119,0
7730,27,55,1329, 59.2,121,0
7731,27,45,1472, 44.2,126,0
7732,27,45,1566, 30.1,128,0
7733,27,45,1430, 42.7,130,0
7734,27,45,1481, 40.9,132,0
7735,27,45,1670, 29.4,134,0
7736,27,45,1406, 55.1,136,0
7737,27,45,1354, 46.9,138,0
7738,27,35,1985, 19.3,143,0
7739,27,35,1263, 60.8,146,0
7740,27,35,1576, 31.1,149,0
7741,27,35,1453, 45.1,151,0
7742,27,35,1478,39,153,0
7743,27,35,1323, 57.9,155,0
7744,27,35,1710, 28.4,158,0
7745,27,25,1314, 59.5,160,0
7746,27,25,1460, 39.6,162,0
7747,27,25,1508, 45.4,164,0
7748,27,35,1331, 55.3,167,0
7749,27,25,1515, 47.4,170,0
7750,27,25,1674,33,172,0
7751,27,25,1444, 51.2,174,0
7752,27,25,1398, 42.6,176,0
7753,27,25,1832, 24.2,179,0
7754,27,35,1591,42,182,0
7755,27,25,1478, 39.9,185,0
7756,27,25,1362, 47.6,188,0
7757,27,35,1368, 57.9,191,1
7758,27,15,1723, 28.3,193,0
7759,27,25,1689, 30.8,196,0
7760,27,25,1272, 59.2,198,1
7761,27,25,1511,33,200,0
7762,27,25,1715, 30.8,203,0
7763,27,15,1400, 43.8,0,0
7764,27,25,1200, 76.6,3,1
7765,27,25,1555, 38.7,5,0
7766,27,15,1427, 56.2,8,0
7767,27,15,1318, 52.7,13,0
7768,27,5,1319, 54.6,15,0
7769,27,5,1960, 20.9,20,0
7770,27,15,1552, 38.9,23,0
7771,27,15,1548, 32.2,25,0
7772,27,15,1709, 29.5,27,0
7773,27,15,1464,41,29,0
7774,27,15,1759, 24.8,34,0
7775,27,15,1634, 31.9,36,0
7776,27,15,1663, 33.6,38,0
7777,27,15,1445, 47.3,40,0
7778,27,15,1695, 25.6,43,0
7779,27,25,1517,39,45,0
7780,27,35,1811, 26.8,47,0
7781,27,25,1815, 23.5,49,0
7782,27,25,1513,40,51,0
7783,27,25,1518, 36.4,53,0
7784,27,15,1667, 28.8,56,0
7785,27,15,1403, 60.1,58,0
7786,27,5,1383, 42.1,60,0
7787,27,15,1466, 46.2,62,0
7788,27,15,1378, 47.5,64,0
7789,27,5,1547, 40.9,66,0
7790,27,5,1495, 38.5,69,0
7791,26,95,1729, 29.3,71,0
7792,26,95,1418, 47.7,73,0
7793,26,95,1485, 40.4,75,0
7794,26,95,1434, 40.8,80,0
7795,27,5,1415, 55.8,82,0
7796,26,95,1674, 29.6,85,0
7797,26,95,1454, 52.4,90,0
7798,26,85,1476,39,92,0
7799,26,85,1812, 28.3,94,0
7800,26,85,1374, 41.9,96,0
7801,26,95,1524, 40.6,98,0
7802,26,85,1383, 49.6,101,0
7803,26,75,1429, 58.2,103,0
7804,26,65,1517, 41.2,105,0
7805,26,75,1480, 44.9,108,0
7806,26,75,1706, 28.8,111,0
7807,26,85,1349, 48.6,113,0
7808,26,85,1451,49,115,0
7809,26,75,1627, 36.7,118,0
7810,26,85,1537, 35.4,120,0
7811,26,95,2218,17,123,0
7812,26,85,1466,39,125,0
7813,26,85,1666,32,128,0
7814,26,85,1455, 41.7,130,0
7815,26,85,1927, 24.6,132,0
7816,26,75,1703, 28.4,134,0
7817,26,65,1533, 35.9,137,0
7818,26,65,1785, 25.4,139,0
7819,26,65,2142, 16.6,144,0
7820,26,65,1369, 46.2,146,0
7821,26,65,1706, 29.2,148,0
7822,26,75,1802, 24.4,151,0
7823,26,75,1413, 41.8,153,0
7824,26,85,1484, 53.2,158,0
7825,26,75,1535, 38.1,160,0
7826,26,75,1579, 35.5,162,0
7827,26,65,1300, 64.2,165,0
7828,26,65,1452, 44.3,167,0
7829,26,65,1562, 35.7,170,0
7830,26,65,1664, 28.3,173,0
7831,26,75,1495, 35.8,175,0
7832,26,85,1533, 42.6,180,0
7833,26,85,1484,37,183,0
7834,26,85,1604, 38.7,185,0
7835,26,85,1483, 45.6,187,0
7836,26,95,1549, 34.7,189,0
7837,26,95,1604,35,191,0
7838,27,5,1685,31,193,0
7839,27,5,1372, 49.2,195,0
7840,27,15,1374, 47.4,197,0
7841,27,5,1606,31,199,0
7842,26,95,1471, 47.2,201,0
7843,26,95,1659, 31.1,203,0
7844,26,95,1400, 48.5,205,0
7845,26,95,1503, 42.6,208,0
7846,27,5,1798, 23.2,210,0
7847,27,5,1608,35,212,0
7848,27,5,1322, 50.9,215,0
7849,27,5,1547, 37.7,217,0
7850,27,15,1374, 47.9,222,1
7851,27,15,1447, 36.8,0,0
7852,27,25,1373, 47.2,3,0
7853,27,15,1515, 37.5,5,0
7854,27,15,1317, 56.5,7,0
7855,27,15,1551, 37.2,9,0
7856,27,15,1592, 32.1,11,0
7857,27,25,1433, 42.2,14,0
7858,27,35,1432, 43.1,16,0
7859,27,35,1350, 51.7,18,0
7860,27,35,1370, 44.8,20,0
7861,27,35,1415, 44.6,23,0
7862,27,35,1498, 42.9,25,0
7863,27,35,1382, 54.1,27,0
7864,27,35,1511, 44.5,30,0
7865,27,35,1330, 59.5,33,0
7866,27,35,1383, 50.5,35,0
7867,27,35,1431, 49.4,37,0
7868,27,35,1461, 38.1,39,0
7869,27,25,1438, 46.7,41,0
7870,27,35,1779, 27.7,46,0
7871,27,45,1293, 52.3,49,0
7872,27,45,1308, 54.7,52,0
7873,27,45,1532, 37.2,54,0
7874,27,55,1470, 38.6,56,0
7875,27,55,1548, 37.9,58,0
7876,27,55,1898,24,60,0
7877,27,55,1335,49,62,0
7878,27,55,1420, 53.8,67,0
7879,27,55,1418,49,69,0
7880,27,65,1535, 40.3,71,0
7881,27,55,1457, 47.2,74,0
7882,27,65,1493, 39.1,79,0
7883,27,55,1670, 27.3,81,0
7884,27,55,1446, 45.4,86,0
7885,27,65,1465, 59.1,91,1
7886,27,55,1590, 36.3,93,0
7887,27,45,2174, 18.5,95,0
7888,27,55,1590, 37.9,98,0
7889,27,55,1577, 33.2,100,0
7890,27,55,1371, 61.7,102,0
7891,27,65,1767, 25.6,105,0
7892,27,65,1517, 39.2,107,0
7893,27,75,1555, 40.6,109,0
7894,27,75,1416, 43.8,112,0
7895,27,65,1588, 35.6,114,0
7896,27,65,1422,50,117,0
7897,27,65,1376, 53.6,119,0
7898,27,65,1434, 50.7,121,0
7899,27,65,1423, 47.3,123,0
7900,27,75,1364, 52.5,125,0
7901,27,65,1825, 23.8,127,0
7902,27,65,1365, 44.5,129,0
7903,27,55,1430, 47.2,131,0
7904,27,65,1435, 44.8,134,0
7905,27,65,1811, 25.1,136,0
7906,27,65,1465, 43.7,139,0
7907,27,75,1372,51,142,0
7908,27,65,1858, 26.3,144,0
7909,27,55,1715, 26.8,146,0
7910,27,55,1590, 38.5,148,0
7911,27,65,1664, 25.7,150,0
7912,27,55,1512, 36.9,153,0
7913,27,55,1498,44,155,0
7914,27,55,1395, 41.9,157,0
7915,27,55,1490, 43.1,159,0
7916,27,65,1527, 35.1,164,0
7917,27,65,1512, 37.1,169,0
7918,27,75,1474, 42.4,171,0
7919,27,65,1505, 41.3,173,0
7920,27,65,1496,40,175,0
7921,27,65,1382, 49.3,177,0
7922,27,55,1419, 47.7,179,0
7923,27,55,1462, 39.7,181,0
7924,27,65,1450,45,183,0
7925,27,55,1389, 46.5,186,0
7926,27,55,1697, 28.2,191,0
7927,27,55,1335, 57.1,194,1
7928,27,55,1476,42,196,0
7929,27,45,1497, 43.6,198,0
7930,27,45,1669, 29.2,200,0
7931,27,45,1455,48,203,0
7932,27,55,1499, 38.4,205,0
7933,27,55,1478, 41.9,207,0
7934,27,65,1928, 21.8,209,0
7935,27,65,1621, 28.3,211,0
7936,27,65,1356, 44.3,214,0
7937,27,65,1490, 46.4,217,0
7938,27,65,1578, 31.4,219,0
7939,27,65,1681, 31.3,221,0
7940,27,65,1417, 43.4,223,0
7941,27,55,1532,40,0,0
7942,27,55,1499, 38.9,3,0
7943,27,65,1432, 45.8,6,0
7944,27,65,1753,29,8,0
7945,27,65,1414,49,10,0
7946,27,65,1655, 32.2,12,0
7947,27,65,1516, 35.6,14,0
7948,27,65,1426, 45.5,16,0
7949,27,65,1479, 39.4,18,0
7950,27,55,1569, 36.4,20,0
7951,27,65,1568,36,23,0
7952,27,75,1843, 24.5,25,0
7953,27,75,1480, 40.9,28,0
7954,27,85,1447, 36.8,31,0
7955,27,85,1454, 41.9,33,0
7956,27,75,1310, 56.1,35,0
7957,27,75,1513,38,38,0
7958,27,75,2140, 16.5,43,0
7959,27,85,1377, 49.9,48,0
7960,27,85,1585, 32.3,50,0
7961,27,95,1491, 42.6,52,0
7962,27,85,1264,59,57,0
7963,27,85,1372,47,59,0
7964,27,85,1510, 39.9,61,0
7965,27,75,1423, 40.2,63,0
7966,27,95,1464, 35.3,65,0
7967,27,85,1602, 35.9,67,0
7968,27,85,1629, 32.6,69,0
7969,27,75,1811, 23.2,72,0
7970,27,75,1711, 28.8,74,0
7971,27,75,1297, 48.6,76,0
7972,27,85,1405, 46.1,79,0
7973,27,95,1397, 54.9,81,0
7974,27,95,1682, 29.7,83,0
7975,28,5,1528, 38.4,85,0
7976,28,5,1548, 38.3,87,0
7977,28,5,1395, 47.8,90,0
7978,28,5,1378,59,95,0
7979,28,5,1480, 53.5,97,0
7980,28,5,1428, 36.6,99,0
7981,28,5,1505, 39.6,102,0
7982,27,85,1445, 36.4,105,0
7983,27,85,1488, 42.6,107,0
7984,27,85,1601,33,109,0
7985,27,85,1550, 34.9,111,0
7986,27,85,1540, 34.1,113,0
7987,27,95,1587, 34.5,115,0
7988,27,85,1489, 40.3,117,0
7989,27,95,1486, 34.9,122,0
7990,27,95,1430, 37.9,124,0
7991,27,95,1809, 25.1,126,0
7992,27,95,1534,39,129,0
7993,27,95,1852, 25.9,131,0
7994,27,95,1595, 31.9,134,0
7995,27,85,1424, 43.5,136,0
7996,27,85,1776, 28.8,138,0
7997,27,85,1499, 41.5,140,0
7998,27,85,2710, 9.7,143,1
7999,27,75,1359, 51.7,146,0
8000,27,75,1617,31,148,0
8001,27,65,1443, 53.3,151,0
8002,27,65,1374, 50.2,154,0
8003,27,75,1851,23,156,0
8004,27,65,1274, 67.3,159,0
8005,27,75,1533,44,162,0
8006,27,65,1477, 37.3,164,0
8007,27,75,1462,46,166,0
8008,27,85,1664, 28.4,168,0
8009,27,65,1414, 41.1,171,0
8010,27,75,2129, 17.8,173,0
8011,27,65,1323, 61.1,178,0
8012,27,65,1427, 43.3,180,0
8013,27,75,1375, 56.1,182,0
8014,27,75,1402, 50.7,185,0
8015,27,75,1500, 44.2,188,0
8016,27,85,1558, 37.5,190,0
8017,27,75,1447, 41.4,193,0
8018,27,85,1518, 39.3,196,0
8019,27,85,1889, 23.5,198,0
8020,27,85,1675, 30.7,200,0
8021,27,75,1720, 27.9,202,0
8022,27,85,1499, 34.6,207,0
8023,27,75,1441, 43.8,210,0
8024,27,75,1397, 42.7,212,0
8025,27,75,1493, 38.7,217,0
8026,27,65,1422, 50.7,219,0
8027,27,55,1399, 50.2,222,1
8028,27,45,1425, 44.9,224,0
8029,27,45,1501, 44.8,226,0
8030,27,45,1629, 35.3,0,0
8031,27,45,1490, 42.2,3,0
8032,27,55,1550, 32.4,5,0
8033,27,65,1416, 46.5,7,0
8034,27,55,1485, 38.8,9,0
8035,27,55,1564, 36.8,11,0
8036,27,55,1910, 19.7,13,0
8037,27,55,1460, 46.1,15,0
8038,27,55,1603, 34.1,17,0
8039,27,55,1486, 47.3,19,0
8040,27,65,1560, 31.8,21,0
8041,27,65,1498, 39.3,23,0
8042,27,65,1431, 48.5,25,0
8043,27,65,1486, 45.1,30,0
8044,27,55,1486, 35.8,32,0
8045,27,55,1441, 38.1,34,0
8046,27,55,1366, 55.1,36,0
8047,27,45,1471, 41.4,39,0
8048,27,45,1463, 38.2,41,0
8049,27,45,1413, 41.3,43,0
8050,27,45,1604, 30.5,45,0
8051,27,55,1401, 51.1,50,0
8052,27,45,1652, 27.2,52,0
8053,27,35,1403, 45.7,54,0
8054,27,35,1887, 21.7,56,0
8055,27,25,1405, 47.9,58,0
8056,27,5,1496, 41.1,60,0
8057,26,95,1499, 43.4,65,0
8058,27,5,1549, 37.2,67,0
8059,27,15,1515, 44.9,69,0
8060,27,5,1540, 37.7,71,0
8061,27,5,1426, 44.3,73,0
8062,27,5,1465, 41.4,78,0
8063,27,15,1359, 54.1,81,0
8064,27,15,1551, 36.4,84,0
8065,27,35,1596, 34.8,87,0
8066,27,35,1670, 26.3,89,0
8067,27,25,1868, 21.3,92,0
8068,27,45,1490, 39.8,94,0
8069,27,35,1676, 35.2,97,0
8070,27,35,1875, 22.1,100,0
8071,27,35,1867,23,103,0
8072,27,35,1646, 29.5,106,0
8073,27,35,1375, 43.2,108,0
8074,27,35,1558, 36.7,113,0
8075,27,25,1631, 34.9,115,0
8076,27,25,1366,43,117,0
8077,27,15,1360,48,119,0
8078,27,15,1547, 39.7,121,0
8079,27,15,1571, 31.2,123,0
8080,27,5,1528, 36.1,125,0
8081,27,5,1432, 43.6,127,0
8082,27,5,1356, 53.5,132,0
8083,26,95,1422, 46.2,134,0
8084,26,95,1438, 42.2,139,0
8085,27,5,1483, 44.4,141,0
8086,27,5,1331, 49.8,143,0
8087,27,5,1463, 37.5,145,0
8088,26,95,1446, 40.6,147,0
8089,26,95,1356, 45.7,149,0
8090,26,95,1676, 30.3,151,0
8091,26,95,1910,23,153,0
8092,27,5,1375, 56.9,155,0
8093,27,5,1513, 40.8,157,0
8094,27,5,1511, 35.7,160,0
8095,27,5,1662, 28.8,162,0
8096,27,5,1493, 48.3,167,0
8097,27,5,1555, 37.4,169,0
8098,27,15,1452, 41.5,172,0
8099,27,5,1500,39,174,0
8100,27,5,1603, 30.5,176,0
8101,27,15,1682, 27.8,178,0
8102,27,15,1567, 37.7,180,0
8103,27,15,1413,46,182,0
8104,27,15,1429, 41.6,184,0
8105,27,15,1692, 31.5,187,0
8106,27,25,1476, 48.7,189,0
8107,27,25,1596, 30.4,191,0
8108,27,15,1390,49,194,0
8109,27,15,1607, 33.7,199,0
8110,27,15,1821, 26.3,202,0
8111,27,15,2141, 18.5,204,0
8112,27,25,1553, 33.1,209,1
8113,27,25,1442, 45.1,0,0
8114,27,25,1459, 45.6,3,0
8115,27,25,2496, 13.5,5,0
8116,27,25,1367, 57.2,10,0
8117,27,15,2004, 19.6,12,0
8118,27,15,1406, 47.5,14,0
8119,27,15,1548,33,16,0
8120,27,15,1333, 55.2,18,0
8121,27,5,1767, 26.4,20,0
8122,27,5,1827,27,22,0
8123,27,5,1533, 46.4,24,0
8124,27,5,1515, 36.8,27,0
8125,27,5,1568,41,32,0
8126,27,5,1452, 47.8,34,0
8127,27,5,1433, 37.9,36,0
8128,26,95,1650, 33.8,38,0
8129,26,95,1629, 31.3,41,0
8130,26,85,1520, 39.2,43,0
8131,26,85,1393, 43.1,45,0
8132,26,75,1364, 49.6,50,0
8133,26,75,1389,50,55,0
8134,26,65,1466, 46.1,58,0
8135,26,55,1650, 32.4,60,0
8136,26,45,1554, 36.3,62,0
8137,26,45,1474, 39.7,64,0
8138,26,35,1600, 32.4,67,0
8139,26,35,1356, 54.9,72,0
8140,26,35,1571, 38.2,74,0
8141,26,45,1658,28,76,0
8142,26,45,1393, 49.9,78,0
8143,26,55,1448, 49.8,80,0
8144,26,55,1477, 40.4,83,0
8145,26,55,1506, 42.7,85,0
8146,26,55,1685, 32.1,88,0
8147,26,45,1533, 31.8,91,0
8148,26,35,1447,41,93,0
8149,26,35,1488, 39.5,95,0
8150,26,45,1427, 50.4,98,0
8151,26,35,1424, 41.3,101,0
8152,26,35,1472, 40.9,104,0
8153,26,35,1438, 45.7,106,0
8154,26,45,1507, 42.4,108,0
8155,26,45,1393, 52.1,110,0
8156,26,35,1283, 52.4,112,0
8157,26,45,1644, 30.9,114,0
8158,26,45,1498, 46.9,116,0
8159,26,45,1400, 40.8,118,0
8160,26,45,1679, 31.2,120,0
8161,26,55,1618, 30.3,125,0
8162,26,45,1714, 30.2,128,0
8163,26,45,1574,35,133,0
8164,26,55,1574, 36.4,135,0
8165,26,45,1472, 40.9,137,0
8166,26,45,1552, 33.2,139,0
8167,26,55,1603, 31.4,141,0
8168,26,55,1353, 47.1,143,0
8169,26,55,1690, 30.6,148,0
8170,26,65,1745, 26.3,150,0
8171,26,75,1522, 45.7,153,0
8172,26,85,1641, 34.5,155,0
8173,26,75,1596, 28.9,160,0
8174,26,75,1497,37,162,0
8175,26,75,1371, 52.3,167,0
8176,26,75,1445, 41.2,169,0
8177,26,65,1564,40,172,0
8178,26,55,1439, 44.9,174,0
8179,26,55,1352, 52.1,176,0
8180,26,65,1560, 35.4,178,0
8181,26,55,1616, 42.3,180,0
8182,26,55,1835, 23.7,183,0
8183,26,55,1649, 32.7,185,0
8184,26,65,1452, 47.3,188,0
8185,26,65,2144, 17.7,190,0
8186,26,55,1554,41,192,0
8187,26,55,1827, 25.4,194,0
8188,26,45,1448, 46.3,196,0
8189,26,45,1530, 38.8,198,0
8190,26,55,1983,21,201,0
8191,26,55,1620, 37.2,203,0
8192,26,45,1630, 29.8,206,0
8193,26,45,1229, 65.2,209,1
8194,26,35,1873, 22.3,211,0
8195,26,25,1426, 45.7,213,0
8196,26,25,1376, 53.9,215,1
8197,26,25,1622, 33.6,217,0
8198,26,25,1492, 45.7,219,0
8199,26,15,1374, 48.9,222,0
8200,26,5,1737,27,225,1
8201,26,15,1426, 42.4,0,0
8202,26,15,1826, 25.1,2,0
8203,26,15,1669, 32.4,5,0
8204,26,25,1473, 40.1,7,0
8205,26,25,1751, 27.8,10,0
8206,26,25,1446, 47.3,12,0
8207,26,15,1483, 43.5,15,0
8208,26,5,1535, 42.6,17,0
8209,26,5,1477,44,19,0
8210,26,15,1391, 46.9,21,0
8211,26,5,1636, 29.4,23,0
8212,26,5,1675, 33.3,28,0
8213,26,5,1329, 48.9,30,0
8214,26,5,1548, 33.5,35,0
8215,26,5,1391, 45.8,38,0
8216,25,95,1437, 43.1,40,0
8217,26,5,1370, 61.9,42,0
8218,25,95,1577, 37.1,44,0
8219,25,95,1485, 37.8,46,0
8220,25,85,1504, 34.3,48,0
8221,25,75,1551, 35.2,50,0
8222,25,95,1428,43,53,0
8223,25,85,1755, 27.9,56,0
8224,25,95,1329, 54.9,58,0
8225,25,95,1496, 35.2,60,0
8226,25,95,1532, 36.6,62,0
8227,25,95,1389, 61.4,64,0
8228,25,95,1524, 51.4,66,0
8229,25,95,1422, 49.3,69,0
8230,25,95,1739, 27.4,72,0
8231,25,95,1736, 26.9,74,0
8232,25,95,1419, 48.8,76,0
8233,25,95,1326, 49.7,78,0
8234,25,95,1449, 43.2,80,0
8235,26,5,1534, 39.7,83,0
8236,26,5,1443, 50.9,85,0
8237,26,5,1498, 41.1,88,0
8238,25,95,1796,26,90,0
8239,25,95,1519, 45.3,92,0
8240,25,85,1339, 49.6,94,0
8241,25,85,1483, 41.5,96,0
8242,25,75,2099,20,98,0
8243,25,85,1689, 29.7,101,0
8244,25,95,1369, 54.5,104,0
8245,25,85,1512, 38.8,109,0
8246,25,85,1303, 68.6,111,1
8247,25,85,1552, 39.9,114,0
8248,25,85,1713,28,116,0
8249,25,75,1456, 44.1,118,0
8250,25,85,1524, 39.8,120,0
8251,25,85,1394, 45.2,122,0
8252,25,85,1981, 21.2,125,0
8253,25,85,1565, 36.1,127,0
8254,25,95,1657,31,129,0
8255,25,85,1625, 37.1,131,0
8256,25,85,1606, 31.1,134,0
8257,25,85,1336, 56.8,136,0
8258,25,85,1587, 34.2,141,0
8259,25,95,1602, 39.7,144,0
8260,25,95,1471, 38.4,146,0
8261,25,95,1332,48,148,0
8262,26,5,1434, 48.4,153,0
8263,25,95,1921, 23.9,158,0
8264,26,5,1704, 30.6,160,0
8265,25,95,1397, 49.5,165,0
8266,25,95,1791,28,168,0
8267,25,95,1818, 24.1,173,0
8268,26,5,1540, 36.3,175,0
8269,26,5,1502, 39.8,177,0
8270,26,5,1761, 30.4,180,0
8271,25,95,1517, 38.4,185,0
8272,25,95,1309, 51.1,188,0
8273,25,75,1363, 52.6,190,0
8274,25,85,1787, 22.2,192,0
8275,25,75,1640, 29.2,195,0
8276,25,75,1720, 25.3,197,0
8277,25,65,1384, 52.8,200,0
8278,25,65,1294, 55.8,202,0
8279,25,65,1464, 46.4,207,0
8280,25,65,1803, 25.4,209,0
8281,25,65,1602, 39.1,211,0
8282,25,75,1519, 38.8,213,0
8283,25,75,1638, 33.6,218,0
8284,25,75,1615,33,221,0
8285,25,65,1651, 33.3,0,0
8286,25,75,1387, 52.7,2,0
8287,25,65,1678, 32.8,4,0
8288,25,75,1585, 38.1,7,0
8289,25,65,1640, 33.8,9,0
8290,25,75,1406, 43.8,12,0
8291,25,75,1679, 35.8,14,0
8292,25,75,1717, 26.9,17,0
8293,25,75,1429, 39.9,19,0
8294,25,75,1533, 44.4,24,0
8295,25,75,1525, 38.5,27,0
8296,25,75,1739, 26.3,30,0
8297,25,75,1436,39,32,0
8298,25,65,1595, 33.1,34,0
8299,25,55,1435, 45.6,37,0
8300,25,55,1637, 31.8,42,0
8301,25,55,1558, 37.6,44,0
8302,25,55,1644, 34.1,46,0
8303,25,55,1641, 31.1,49,0
8304,25,65,1504,41,51,0
8305,25,55,1506, 50.7,53,0
8306,25,65,1380,44,56,0
8307,25,55,1549, 42.5,61,0
8308,25,55,1402, 69.7,64,1
8309,25,55,1401, 45.3,67,0
8310,25,55,1459, 40.2,69,0
8311,25,55,1465, 39.7,72,0
8312,25,65,1295, 52.7,74,0
8313,25,65,1529, 38.5,77,0
8314,25,65,1484, 44.9,80,0
8315,25,65,1739, 30.6,83,0
8316,25,55,1422, 40.7,85,0
8317,25,65,1463,40,90,0
8318,25,55,1667, 30.4,92,0
8319,25,55,1565, 39.3,94,0
8320,25,55,1393, 45.7,99,0
8321,25,65,1453, 47.7,101,0
8322,25,65,1442,50,104,0
8323,25,55,1364, 44.9,106,0
8324,25,55,1453, 40.4,108,0
8325,25,55,1394,46,113,0
8326,25,55,1500, 38.8,116,0
8327,25,45,1523, 34.2,119,0
8328,25,55,1254, 57.1,124,0
8329,25,45,1325, 52.2,127,0
8330,25,65,1424, 49.6,129,0
8331,25,65,1505,39,131,0
8332,25,65,1392, 48.7,133,0
8333,25,65,1529,44,136,0
8334,25,65,1477, 48.5,138,0
8335,25,65,1459, 47.3,141,0
8336,25,85,2240, 15.9,144,0
8337,25,75,1449, 48.8,147,0
8338,25,65,1589, 35.3,149,0
8339,25,65,1740, 28.5,152,0
8340,25,65,1499, 40.3,154,0
8341,25,65,1480, 38.1,157,0
8342,25,65,1751, 29.6,160,0
8343,25,55,1510, 40.6,162,0
8344,25,65,1437, 48.2,164,0
8345,25,65,1609, 40.4,169,0
8346,25,65,1490, 35.9,171,0
8347,25,55,1601, 35.7,176,0
8348,25,55,1665, 31.1,178,0
8349,25,55,1452, 42.7,180,0
8350,25,55,1487, 33.6,183,0
8351,25,55,1382, 48.1,186,0
8352,25,55,1686, 26.2,189,0
8353,25,45,1491, 36.9,192,0
8354,25,55,1442, 55.6,194,0
8355,25,45,1390, 50.3,196,0
8356,25,55,1502, 46.7,198,0
8357,25,45,1344, 59.4,200,0
8358,25,35,1385, 46.3,203,1
8359,25,55,1547, 37.4,0,0
8360,25,45,1525, 42.4,2,0
8361,25,45,1540, 35.8,5,0
8362,25,45,1450, 44.3,7,0
8363,25,45,1353, 62.5,9,0
8364,25,65,1582,45,11,0
8365,25,75,1396,49,13,0
8366,25,65,1551, 36.6,15,0
8367,25,75,1836, 22.8,18,0
8368,25,75,1390, 49.9,21,0
8369,25,75,1534, 42.1,23,0
8370,25,65,1953, 20.6,25,0
8371,25,65,1634, 33.6,27,0
8372,25,55,1881, 21.7,29,0
8373,25,65,1448, 44.8,31,0
8374,25,55,1362, 50.5,34,0
8375,25,65,1225, 63.4,37,0
8376,25,65,1384, 48.2,39,0
8377,25,65,1334, 49.3,42,0
8378,25,65,1336, 50.3,44,0
8379,25,65,1331, 61.6,46,0
8380,25,65,1629, 31.9,49,0
8381,25,75,1776, 25.7,51,0
8382,25,65,1530, 38.3,53,0
8383,25,75,1719, 27.3,58,0
8384,25,65,1495, 35.2,60,0
8385,25,65,1450, 43.1,63,0
8386,25,65,1563, 38.8,65,0
8387,25,75,1501, 37.1,70,0
8388,25,65,1351, 47.2,73,0
8389,25,75,1365, 46.5,75,0
8390,25,65,1525, 39.7,77,0
8391,25,65,1288, 61.9,79,0
8392,25,45,1423, 42.7,82,0
8393,25,35,1502, 39.4,84,0
8394,25,35,1428, 43.5,87,0
8395,25,45,1566, 38.1,89,0
8396,25,35,1483, 44.8,92,0
8397,25,45,1593, 33.3,95,0
8398,25,35,1724, 26.4,100,0
8399,25,35,2617, 12.1,102,1
8400,25,45,1294, 59.4,104,0
8401,25,45,1533, 40.7,106,0
8402,25,35,1671, 31.8,108,0
8403,25,35,1370, 52.4,113,0
8404,25,35,1462, 45.1,115,0
8405,25,25,1545, 36.6,117,0
8406,25,25,1484, 41.7,119,0
8407,25,25,1344, 45.3,122,0
8408,25,25,1357, 50.1,125,0
8409,25,35,1572,33,127,0
8410,25,35,1861, 26.9,130,0
8411,25,35,1548, 44.5,132,0
8412,25,45,1496, 37.7,134,0
8413,25,45,1314, 49.7,136,0
8414,25,45,1422, 49.7,139,0
8415,25,45,1842, 20.1,142,0
8416,25,55,1434,53,144,0
8417,25,65,1585, 31.3,147,0
8418,25,65,1704, 30.7,150,0
8419,25,75,1971, 23.2,155,0
8420,25,85,1431, 39.9,157,0
8421,25,75,1546, 37.7,159,0
8422,25,75,1496, 36.3,161,0
8423,25,75,1243,63,163,0
8424,25,85,1452, 46.2,168,0
8425,25,95,1380, 44.7,170,0
8426,26,5,1567, 38.4,172,0
8427,25,95,1628, 35.9,174,0
8428,25,95,1505, 46.1,176,0
8429,25,85,1827,28,178,0
8430,25,85,1577,40,181,0
8431,25,75,1304, 57.2,183,0
8432,25,75,1324, 54.6,185,0
8433,25,65,1537, 39.9,190,0
8434,25,65,1501, 48.7,192,0
8435,25,55,1654, 29.1,195,0
8436,25,55,1519, 38.1,198,0
8437,25,55,1371, 51.3,201,0
8438,25,55,1181, 65.9,203,1
8439,25,45,1469, 42.8,205,0
8440,25,45,1637, 34.6,207,0
8441,25,45,1370,56,0,0
8442,25,45,1630, 30.6,2,0
8443,25,45,1517,39,4,0
8444,25,45,1668, 32.3,6,0
8445,25,45,1818, 24.9,9,0
8446,25,45,1541, 36.9,12,0
8447,25,35,1482, 42.1,15,0
8448,25,45,1439, 49.9,17,0
8449,25,35,1492, 41.2,19,0
8450,25,25,1725, 27.8,21,0
8451,25,25,1559, 44.2,23,0
8452,25,35,1435, 42.5,25,0
8453,25,45,1512, 37.5,27,0
8454,25,45,1564, 37.1,30,0
8455,25,45,1522, 40.3,32,0
8456,25,45,1356, 59.5,34,0
8457,25,45,1556, 38.6,36,0
8458,25,45,1393, 45.5,38,0
8459,25,55,1753, 26.8,40,0
8460,25,55,1651, 29.5,42,0
8461,25,55,1372, 54.7,44,0
8462,25,55,1446, 43.3,46,0
8463,25,55,1501, 44.7,48,0
8464,25,55,1411, 45.1,51,0
